Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education_Updated,EducationField,EnvironmentSatisfaction_Updated,Gender,HourlyRate,JobInvolvement_Updated,JobLevel_Updated,JobRole,JobSatisfaction_Updated,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction_Updated,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance_Updated,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,26-35,0,Travel_Rarely,802,Research & Development,10,Moderately Educated,Other,Medium,Male,45,High,Very Low,Laboratory Technician,Very High,Divorced,3917,1,0,20,4,Low,1,3,4,Medium,3,2,1,2
35,26-35,1,Travel_Rarely,1204,Sales,4,Moderately Educated,Technical Degree,Very High,Male,86,High,Medium,Sales Executive,Low,Single,9582,0,1,22,4,Low,0,9,2,High,8,7,4,7
35,26-35,0,Travel_Frequently,1182,Sales,11,Less Educated,Marketing,Very High,Male,54,High,Low,Sales Executive,Very High,Divorced,4968,1,0,11,3,Very High,1,5,3,High,5,2,0,2
35,26-35,0,Travel_Rarely,528,Human Resources,8,Highly Educated,Technical Degree,High,Male,100,High,Very Low,Human Resources,High,Single,4323,1,0,17,3,Medium,0,6,2,Low,5,4,1,4
35,26-35,0,Travel_Rarely,982,Research & Development,1,Highly Educated,Medical,Very High,Male,58,Medium,Very Low,Laboratory Technician,High,Married,2258,6,0,12,3,Medium,1,10,2,High,8,0,1,7
35,26-35,0,Travel_Rarely,819,Research & Development,2,Moderately Educated,Life Sciences,High,Male,44,Medium,Medium,Manufacturing Director,Medium,Divorced,10274,2,0,18,3,Medium,1,15,2,Very High,7,7,6,4
35,26-35,0,Travel_Frequently,636,Research & Development,4,Highly Educated,Other,Very High,Male,47,Medium,Very Low,Laboratory Technician,Very High,Married,2376,1,0,13,3,Medium,1,2,2,Very High,2,2,2,2
35,26-35,0,Travel_Rarely,1361,Sales,17,Highly Educated,Life Sciences,High,Male,94,High,Low,Sales Executive,Low,Married,8966,3,1,15,3,Very High,3,15,2,High,7,7,1,7
35,26-35,0,Non-Travel,1212,Sales,8,Less Educated,Marketing,High,Female,78,Medium,Medium,Sales Executive,Very High,Married,10377,4,1,11,3,Medium,1,16,6,Medium,13,2,4,12
35,26-35,0,Travel_Rarely,735,Research & Development,6,Very Less Educated,Life Sciences,High,Male,66,High,Very Low,Research Scientist,High,Married,3506,0,1,14,3,Very High,0,4,3,High,3,2,2,2
35,26-35,0,Travel_Frequently,482,Research & Development,4,Highly Educated,Life Sciences,High,Male,87,High,Low,Research Scientist,High,Single,4249,1,1,11,3,Medium,0,9,3,High,9,6,1,1
35,26-35,0,Travel_Rarely,817,Research & Development,1,Moderately Educated,Medical,Very High,Female,60,Medium,Low,Laboratory Technician,Very High,Married,5363,0,0,12,3,Medium,1,10,0,High,9,7,0,0
35,26-35,1,Travel_Frequently,662,Sales,18,Highly Educated,Marketing,Very High,Female,67,High,Low,Sales Executive,High,Married,4614,0,1,18,3,High,1,5,0,Medium,4,2,3,2
35,26-35,0,Travel_Frequently,200,Research & Development,18,Less Educated,Life Sciences,High,Male,60,High,Medium,Manufacturing Director,Very High,Single,9362,2,0,11,3,High,0,10,2,High,2,2,2,2
35,26-35,0,Travel_Rarely,660,Sales,7,Very Less Educated,Life Sciences,Very High,Male,76,High,Very Low,Sales Representative,High,Married,2404,1,0,13,3,Low,1,1,3,High,1,0,0,0
35,26-35,0,Travel_Rarely,1029,Research & Development,16,Moderately Educated,Life Sciences,Very High,Female,91,Medium,Medium,Healthcare Representative,Medium,Single,8606,1,0,19,3,Very High,0,11,3,Low,11,8,3,3
35,26-35,0,Travel_Rarely,1402,Sales,28,Highly Educated,Life Sciences,Medium,Female,98,Medium,Very Low,Sales Representative,High,Married,2430,0,0,23,4,Low,2,6,5,High,5,3,4,2
35,26-35,0,Travel_Rarely,992,Research & Development,1,Moderately Educated,Medical,Very High,Male,68,Medium,Very Low,Laboratory Technician,Low,Single,2450,1,0,19,3,Medium,0,3,3,High,3,0,1,2
35,26-35,1,Travel_Rarely,104,Research & Development,2,Moderately Educated,Life Sciences,Low,Female,69,High,Very Low,Laboratory Technician,Low,Divorced,2074,1,1,12,3,Very High,1,1,2,High,1,0,0,0
35,26-35,0,Travel_Rarely,670,Research & Development,10,Highly Educated,Medical,Low,Female,51,High,Low,Healthcare Representative,High,Single,6142,3,1,16,3,High,0,10,4,High,5,2,0,4
35,26-35,0,Travel_Rarely,750,Research & Development,28,Moderately Educated,Life Sciences,Medium,Male,46,Very High,Low,Laboratory Technician,High,Married,3407,1,0,17,3,Very High,2,10,3,Medium,10,9,6,8
35,26-35,0,Travel_Rarely,1349,Research & Development,7,Less Educated,Life Sciences,High,Male,63,Medium,Very Low,Laboratory Technician,Very High,Married,2690,1,0,18,3,Very High,1,1,5,Medium,1,0,0,1
35,26-35,0,Travel_Rarely,819,Research & Development,18,Very Highly Educated,Life Sciences,Medium,Male,48,Very High,Low,Research Scientist,Low,Married,5208,1,0,11,3,Very High,0,16,2,High,16,15,1,10
35,26-35,0,Non-Travel,208,Research & Development,8,Highly Educated,Life Sciences,High,Female,52,High,Low,Healthcare Representative,High,Married,4148,1,0,12,3,Very High,1,15,5,High,14,11,2,9
35,26-35,1,Travel_Rarely,737,Sales,10,Moderately Educated,Medical,Very High,Male,55,Medium,Medium,Sales Executive,Low,Married,10306,9,0,17,3,High,0,15,3,High,13,12,6,0
35,26-35,1,Travel_Rarely,763,Sales,15,Less Educated,Medical,Low,Male,59,Low,Low,Sales Executive,Very High,Divorced,5440,6,1,14,3,Very High,2,7,2,Medium,2,2,2,2
35,26-35,1,Travel_Frequently,880,Sales,12,Highly Educated,Other,Very High,Male,36,High,Low,Sales Executive,Very High,Single,4581,3,1,24,4,Low,0,13,2,Very High,11,9,6,7
35,26-35,0,Travel_Frequently,146,Research & Development,2,Highly Educated,Medical,Low,Male,79,Medium,Very Low,Research Scientist,Very High,Single,4930,0,1,14,3,High,0,6,2,Very High,5,4,1,4
35,26-35,0,Travel_Rarely,1370,Research & Development,27,Highly Educated,Life Sciences,Very High,Male,49,High,Low,Manufacturing Director,High,Married,6883,2,0,16,3,Medium,1,17,3,High,7,7,0,7
35,26-35,1,Travel_Rarely,303,Sales,27,Moderately Educated,Life Sciences,High,Male,84,High,Low,Sales Executive,Very High,Single,5813,1,1,18,3,Very High,0,10,2,High,10,7,7,7
35,26-35,0,Non-Travel,1180,Research & Development,2,Less Educated,Medical,Medium,Male,90,High,Low,Manufacturing Director,Very High,Divorced,5762,2,0,14,3,High,1,15,6,High,7,7,1,7
35,26-35,0,Travel_Rarely,185,Research & Development,23,Highly Educated,Medical,Medium,Male,91,Low,Very Low,Laboratory Technician,High,Married,2705,0,0,16,3,Medium,1,6,2,Very High,5,4,0,3
35,26-35,0,Travel_Rarely,219,Research & Development,16,Less Educated,Other,Very High,Female,44,Medium,Low,Manufacturing Director,Medium,Married,4788,0,1,11,3,Very High,0,4,2,High,3,2,0,2
35,26-35,0,Travel_Rarely,682,Sales,18,Highly Educated,Medical,Medium,Male,71,High,Low,Sales Executive,Low,Married,5561,0,0,16,3,Very High,1,6,2,Low,5,3,0,4
35,26-35,0,Travel_Rarely,1224,Sales,7,Highly Educated,Life Sciences,High,Female,55,High,Low,Sales Executive,Very High,Married,5204,1,1,11,3,Very High,0,10,2,High,10,8,0,9
35,26-35,0,Travel_Rarely,1490,Research & Development,11,Highly Educated,Medical,Very High,Male,43,High,Very Low,Laboratory Technician,High,Married,2660,7,1,11,3,High,1,5,3,High,2,2,2,2
35,26-35,0,Travel_Rarely,1395,Research & Development,9,Highly Educated,Medical,Medium,Male,48,High,Low,Research Scientist,High,Single,5098,1,0,19,3,Medium,0,10,5,High,10,7,0,8
35,26-35,0,Travel_Rarely,1146,Human Resources,26,Highly Educated,Life Sciences,High,Female,31,High,Medium,Human Resources,Very High,Single,8837,1,1,16,3,High,0,9,2,High,9,0,1,7
35,26-35,0,Travel_Frequently,1199,Research & Development,18,Highly Educated,Life Sciences,High,Male,80,High,Low,Healthcare Representative,High,Married,5689,1,1,14,3,Very High,2,10,2,Very High,10,2,0,2
35,26-35,0,Travel_Rarely,287,Research & Development,1,Highly Educated,Life Sciences,High,Female,62,Low,Very Low,Research Scientist,Very High,Married,2977,1,0,12,3,Very High,1,4,5,High,4,3,1,1
36,36-45,0,Travel_Rarely,1299,Research & Development,27,Moderately Educated,Medical,High,Male,94,High,Low,Healthcare Representative,High,Married,5237,6,0,13,3,Medium,2,17,3,Medium,7,7,7,7
36,36-45,1,Travel_Rarely,1218,Sales,9,Highly Educated,Life Sciences,High,Male,82,Medium,Very Low,Sales Representative,Low,Single,3407,7,0,23,4,Medium,0,10,4,High,5,3,0,3
36,36-45,0,Travel_Rarely,852,Research & Development,5,Highly Educated,Life Sciences,Medium,Female,82,Medium,Very Low,Research Scientist,Low,Married,3419,9,1,14,3,Very High,1,6,3,Very High,1,1,0,0
36,36-45,0,Travel_Rarely,1223,Research & Development,8,Moderately Educated,Technical Degree,High,Female,59,High,Medium,Healthcare Representative,High,Divorced,10096,1,0,13,3,Medium,3,17,2,High,17,14,12,8
36,36-45,0,Travel_Frequently,1195,Research & Development,11,Moderately Educated,Life Sciences,Medium,Male,95,Medium,Low,Manufacturing Director,Medium,Single,6499,1,0,13,3,High,0,6,3,High,6,5,0,3
36,36-45,1,Travel_Rarely,318,Research & Development,9,Moderately Educated,Medical,Very High,Male,79,Medium,Very Low,Research Scientist,High,Married,3388,0,1,17,3,Low,1,2,0,Medium,1,0,0,3
36,36-45,0,Travel_Rarely,132,Research & Development,6,Moderately Educated,Life Sciences,Medium,Female,55,Very High,Very Low,Laboratory Technician,Very High,Married,3038,3,0,12,3,Medium,0,5,3,High,1,0,0,3
36,36-45,0,Travel_Frequently,1467,Sales,11,Less Educated,Technical Degree,Medium,Female,92,High,Medium,Sales Executive,Very High,Married,9738,0,0,14,3,High,1,10,6,High,9,7,2,8
36,36-45,0,Travel_Rarely,922,Research & Development,3,Less Educated,Life Sciences,Low,Female,39,High,Very Low,Laboratory Technician,Very High,Divorced,2835,5,0,22,4,Low,1,7,2,High,1,0,0,0
36,36-45,0,Travel_Rarely,216,Research & Development,6,Less Educated,Medical,Medium,Male,84,High,Low,Manufacturing Director,Medium,Divorced,4941,6,0,20,4,Very High,2,7,0,High,3,2,0,1
36,36-45,0,Travel_Frequently,1480,Research & Development,3,Less Educated,Medical,Very High,Male,30,High,Very Low,Laboratory Technician,Medium,Single,2088,4,0,12,3,High,0,13,3,Medium,8,7,7,2
36,36-45,0,Travel_Frequently,635,Research & Development,18,Very Less Educated,Medical,Medium,Female,73,High,Very Low,Laboratory Technician,Very High,Single,2153,1,0,13,3,Low,0,8,2,High,8,1,1,3
36,36-45,0,Travel_Rarely,1396,Research & Development,5,Less Educated,Life Sciences,Very High,Male,62,High,Low,Laboratory Technician,Medium,Single,5914,8,0,16,3,Very High,0,16,3,Very High,13,11,3,7
36,36-45,0,Travel_Rarely,1403,Research & Development,6,Moderately Educated,Life Sciences,Very High,Male,47,High,Very Low,Laboratory Technician,Very High,Married,3210,0,0,11,3,High,1,16,4,High,15,13,10,11
36,36-45,0,Travel_Rarely,506,Research & Development,3,Moderately Educated,Technical Degree,High,Male,30,High,Low,Research Scientist,Medium,Single,4485,4,0,12,3,Very High,0,10,2,High,8,0,7,7
36,36-45,0,Travel_Frequently,566,Research & Development,18,Highly Educated,Life Sciences,High,Male,81,Very High,Very Low,Laboratory Technician,Very High,Married,3688,4,0,18,3,Very High,2,4,2,High,1,0,0,0
36,36-45,0,Non-Travel,1105,Research & Development,24,Highly Educated,Life Sciences,Medium,Female,47,High,Low,Laboratory Technician,Medium,Married,5674,7,0,15,3,High,1,11,3,High,9,8,0,8
36,36-45,0,Non-Travel,845,Sales,1,Very Highly Educated,Medical,Very High,Female,45,High,Low,Sales Executive,Very High,Single,6653,4,0,15,3,Medium,0,7,6,High,1,0,0,3
36,36-45,0,Travel_Frequently,541,Sales,3,Highly Educated,Medical,Low,Male,48,Medium,Medium,Sales Executive,Very High,Married,9699,4,0,11,3,Low,1,16,2,High,13,9,1,3
36,36-45,0,Travel_Rarely,329,Research & Development,2,Moderately Educated,Life Sciences,Very High,Female,96,High,Very Low,Research Scientist,High,Married,2543,4,0,13,3,Medium,1,6,3,High,2,2,2,2
36,36-45,0,Travel_Rarely,164,Sales,2,Less Educated,Medical,Medium,Male,61,Medium,Medium,Sales Executive,High,Married,7596,1,0,13,3,Medium,2,10,2,High,10,9,9,0
36,36-45,0,Non-Travel,635,Sales,10,Highly Educated,Medical,Medium,Male,32,High,Medium,Sales Executive,Very High,Single,9980,1,0,14,3,Very High,0,10,3,Medium,10,3,9,7
36,36-45,0,Travel_Rarely,913,Research & Development,9,Less Educated,Medical,Medium,Male,48,Medium,Low,Manufacturing Director,Medium,Divorced,8847,2,1,11,3,High,1,13,2,High,3,2,0,2
36,36-45,0,Non-Travel,427,Research & Development,8,Moderately Educated,Life Sciences,Low,Female,63,Very High,Medium,Research Director,Low,Married,11713,9,0,14,3,Low,1,10,2,High,8,7,0,5
36,36-45,0,Non-Travel,1434,Sales,8,Highly Educated,Life Sciences,Low,Male,76,Medium,Medium,Sales Executive,Low,Single,7587,1,0,15,3,Medium,0,10,1,High,10,7,0,9
36,36-45,0,Travel_Rarely,676,Research & Development,1,Moderately Educated,Other,High,Female,35,High,Low,Manufacturing Director,Medium,Married,5228,0,0,15,3,Low,1,10,2,High,9,7,0,5
36,36-45,0,Travel_Rarely,1041,Human Resources,13,Moderately Educated,Human Resources,High,Male,36,High,Very Low,Human Resources,Medium,Married,2143,4,0,13,3,Medium,1,8,2,High,5,2,0,4
36,36-45,0,Travel_Rarely,928,Sales,1,Less Educated,Life Sciences,Medium,Male,56,High,Low,Sales Executive,Very High,Married,6201,1,1,14,3,Very High,1,18,1,Medium,18,14,4,11
36,36-45,0,Travel_Rarely,1278,Human Resources,8,Moderately Educated,Life Sciences,Low,Male,77,Medium,Very Low,Human Resources,Low,Married,2342,0,0,21,4,High,0,6,3,High,5,4,0,3
36,36-45,0,Travel_Rarely,1425,Research & Development,14,Very Less Educated,Life Sciences,High,Male,68,High,Low,Healthcare Representative,Very High,Married,6586,0,1,17,3,Low,1,17,2,Medium,16,8,4,11
36,36-45,0,Travel_Rarely,188,Research & Development,7,Highly Educated,Other,Medium,Male,65,High,Very Low,Research Scientist,Very High,Single,4678,2,0,18,3,High,0,8,6,High,6,2,0,1
36,36-45,0,Travel_Rarely,938,Research & Development,2,Highly Educated,Medical,High,Male,79,High,Very Low,Laboratory Technician,High,Single,2519,4,0,21,4,High,0,16,6,High,11,8,3,9
36,36-45,1,Travel_Rarely,530,Sales,3,Very Less Educated,Life Sciences,High,Male,51,Medium,Medium,Sales Executive,Very High,Married,10325,1,1,11,3,Low,1,16,6,High,16,7,3,7
36,36-45,0,Non-Travel,1229,Sales,8,Highly Educated,Technical Degree,Low,Male,84,High,Low,Sales Executive,Very High,Divorced,5079,4,0,13,3,Very High,2,12,3,High,7,7,0,7
36,36-45,1,Travel_Rarely,885,Research & Development,16,Highly Educated,Life Sciences,High,Female,43,Very High,Very Low,Laboratory Technician,Low,Single,2743,1,0,16,3,High,0,18,1,High,17,13,15,14
36,36-45,1,Travel_Rarely,660,Research & Development,15,Moderately Educated,Other,Low,Male,81,High,Low,Laboratory Technician,High,Divorced,4834,7,0,14,3,Medium,1,9,3,Medium,1,0,0,0
36,36-45,0,Travel_Rarely,796,Research & Development,12,Very Highly Educated,Medical,Very High,Female,51,Medium,Medium,Manufacturing Director,Very High,Single,8858,0,0,11,3,Medium,0,15,2,Medium,14,8,7,8
36,36-45,0,Non-Travel,217,Research & Development,18,Highly Educated,Life Sciences,Low,Male,78,High,Low,Manufacturing Director,Very High,Single,7779,2,0,20,4,Low,0,18,0,High,11,9,0,9
36,36-45,0,Travel_Rarely,917,Research & Development,6,Highly Educated,Life Sciences,High,Male,60,Low,Very Low,Laboratory Technician,High,Divorced,2741,1,0,14,3,High,1,7,4,High,7,7,1,7
36,36-45,0,Travel_Rarely,363,Research & Development,1,Moderately Educated,Technical Degree,High,Female,77,Low,Medium,Manufacturing Director,Low,Divorced,10252,2,1,21,4,High,1,17,2,High,7,7,7,7
36,36-45,0,Travel_Frequently,469,Research & Development,3,Moderately Educated,Technical Degree,High,Male,46,High,Very Low,Research Scientist,Medium,Married,3692,1,0,12,3,High,0,12,2,Medium,11,10,0,7
36,36-45,0,Travel_Rarely,429,Research & Development,2,Highly Educated,Life Sciences,High,Female,53,High,Low,Manufacturing Director,Medium,Single,5410,9,1,11,3,Very High,0,18,2,High,16,14,5,12
36,36-45,0,Travel_Rarely,325,Research & Development,10,Highly Educated,Technical Degree,Very High,Female,63,High,Medium,Healthcare Representative,High,Married,7094,3,0,12,3,Low,0,10,0,High,7,7,1,7
36,36-45,0,Travel_Frequently,607,Sales,7,Moderately Educated,Marketing,Low,Female,83,Very High,Low,Sales Executive,Low,Married,4639,2,0,16,3,Very High,1,17,2,Medium,15,7,6,13
36,36-45,0,Travel_Rarely,1174,Sales,3,Highly Educated,Marketing,Low,Female,99,High,Low,Sales Executive,Medium,Single,9278,3,1,16,3,Very High,0,15,3,High,5,4,0,1
36,36-45,0,Travel_Rarely,172,Research & Development,4,Highly Educated,Life Sciences,Low,Male,37,Medium,Low,Laboratory Technician,Very High,Single,5810,1,0,16,3,High,0,10,2,Medium,10,4,1,8
36,36-45,0,Travel_Rarely,329,Sales,16,Highly Educated,Marketing,High,Female,98,Medium,Low,Sales Executive,Low,Married,5647,4,0,13,3,Low,2,11,3,Medium,3,2,0,2
36,36-45,0,Travel_Rarely,1157,Sales,2,Highly Educated,Life Sciences,High,Male,70,High,Very Low,Sales Representative,Very High,Single,2644,3,1,21,4,Very High,0,7,3,Medium,3,2,1,2
36,36-45,0,Travel_Rarely,884,Sales,1,Highly Educated,Life Sciences,Medium,Female,73,High,Low,Sales Executive,High,Single,6815,6,0,13,3,Low,0,15,5,High,1,0,0,0
36,36-45,0,Travel_Frequently,1302,Research & Development,6,Highly Educated,Life Sciences,Low,Male,80,Very High,Low,Laboratory Technician,Low,Married,5562,3,1,13,3,Very High,1,9,3,High,3,2,0,2
36,36-45,0,Travel_Rarely,559,Research & Development,12,Highly Educated,Life Sciences,High,Female,76,High,Low,Manufacturing Director,High,Married,4663,9,1,12,3,Medium,2,7,2,High,3,2,1,1
36,36-45,0,Travel_Rarely,711,Research & Development,5,Highly Educated,Life Sciences,Medium,Female,42,High,Medium,Healthcare Representative,Low,Married,8008,4,0,12,3,High,2,9,6,High,3,2,0,2
36,36-45,0,Travel_Rarely,311,Research & Development,7,Moderately Educated,Life Sciences,Low,Male,77,High,Very Low,Laboratory Technician,Medium,Single,2013,2,0,11,3,High,0,15,4,High,4,3,1,3
36,36-45,0,Non-Travel,894,Research & Development,1,Highly Educated,Medical,Very High,Female,33,Medium,Low,Manufacturing Director,High,Married,4374,0,0,15,3,High,0,4,6,High,3,2,1,2
36,36-45,0,Travel_Rarely,1040,Research & Development,3,Less Educated,Life Sciences,Very High,Male,79,Very High,Low,Healthcare Representative,Low,Divorced,6842,6,0,20,4,Low,1,13,3,High,5,4,0,4
36,36-45,0,Travel_Rarely,1351,Research & Development,26,Highly Educated,Life Sciences,Low,Male,80,High,Low,Healthcare Representative,High,Married,5347,6,0,14,3,Medium,2,10,2,Medium,3,2,0,2
36,36-45,0,Travel_Rarely,530,Sales,2,Highly Educated,Life Sciences,High,Female,51,High,Low,Sales Representative,Very High,Single,4502,3,0,15,3,High,0,17,2,Medium,13,7,6,7
36,36-45,1,Travel_Rarely,1456,Sales,13,Very Highly Educated,Marketing,Medium,Male,96,Medium,Low,Sales Executive,Low,Divorced,6134,5,1,13,3,Medium,3,16,3,High,2,2,2,2
36,36-45,0,Travel_Rarely,1383,Research & Development,10,Moderately Educated,Life Sciences,Very High,Male,90,High,Medium,Healthcare Representative,Low,Married,8321,7,1,13,3,Very High,1,15,1,High,12,8,5,7
36,36-45,0,Travel_Rarely,430,Research & Development,2,Highly Educated,Other,Very High,Female,73,High,Low,Research Scientist,Medium,Married,6962,4,1,22,4,Very High,1,15,2,High,1,0,0,0
36,36-45,0,Travel_Rarely,1266,Sales,10,Highly Educated,Technical Degree,Medium,Female,63,Medium,Low,Sales Executive,High,Married,5673,1,1,13,3,Low,1,10,4,High,10,9,1,7
36,36-45,0,Travel_Frequently,1213,Human Resources,2,Very Less Educated,Human Resources,Medium,Male,94,Medium,Low,Human Resources,Very High,Single,3886,1,0,21,4,Very High,0,10,2,Medium,10,1,0,8
36,36-45,0,Travel_Rarely,335,Sales,17,Less Educated,Marketing,High,Male,33,Medium,Low,Sales Executive,Medium,Married,5507,2,0,16,3,High,2,12,1,Low,4,2,1,3
36,36-45,0,Non-Travel,1351,Research & Development,9,Highly Educated,Life Sciences,Low,Male,66,Very High,Very Low,Laboratory Technician,Medium,Married,2810,1,0,22,4,Medium,0,5,3,High,5,4,0,2
36,36-45,0,Travel_Rarely,557,Sales,3,Moderately Educated,Medical,Low,Female,94,Medium,Medium,Sales Executive,Very High,Married,7644,0,0,19,3,High,2,10,2,High,9,7,3,4
36,36-45,0,Travel_Frequently,688,Research & Development,4,Less Educated,Life Sciences,Very High,Female,97,High,Low,Manufacturing Director,Medium,Divorced,5131,7,0,13,3,Medium,3,18,3,High,4,2,0,2
36,36-45,0,Non-Travel,301,Sales,15,Highly Educated,Marketing,Very High,Male,88,Low,Low,Sales Executive,Very High,Divorced,5406,1,0,24,4,Low,1,15,4,Medium,15,12,11,11
36,36-45,0,Travel_Rarely,1120,Sales,11,Highly Educated,Marketing,Medium,Female,100,Medium,Low,Sales Executive,Very High,Married,6652,4,0,13,3,Low,1,8,2,Medium,6,3,0,0
36,36-45,0,Travel_Frequently,884,Research & Development,23,Less Educated,Medical,High,Male,41,Very High,Low,Laboratory Technician,Very High,Married,2571,4,0,17,3,High,1,17,3,High,5,2,0,3
36,36-45,0,Travel_Frequently,884,Research & Development,23,Less Educated,Medical,High,Male,41,Very High,Low,Laboratory Technician,Very High,Married,2571,4,0,17,3,High,1,17,3,High,5,2,0,2
37,36-45,1,Travel_Rarely,1373,Research & Development,2,Less Educated,Other,Very High,Male,92,Medium,Very Low,Laboratory Technician,High,Single,2090,6,1,15,3,Medium,0,7,3,High,0,0,0,0
37,36-45,0,Travel_Rarely,408,Research & Development,19,Less Educated,Life Sciences,Medium,Male,73,High,Very Low,Research Scientist,Medium,Married,3022,4,0,21,4,Low,0,8,1,High,1,0,0,0
37,36-45,0,Travel_Rarely,1115,Research & Development,1,Highly Educated,Life Sciences,Low,Male,51,Medium,Low,Manufacturing Director,High,Divorced,5993,1,0,18,3,High,1,7,2,Very High,7,5,0,7
37,36-45,0,Travel_Rarely,397,Research & Development,7,Highly Educated,Medical,Low,Male,30,High,Medium,Research Director,High,Single,13664,4,0,13,3,Low,0,16,3,Very High,5,2,0,2
37,36-45,1,Travel_Rarely,807,Human Resources,6,Highly Educated,Human Resources,High,Male,63,High,Very Low,Human Resources,Low,Divorced,2073,4,1,22,4,Very High,0,7,3,High,3,2,0,2
37,36-45,0,Non-Travel,1040,Research & Development,2,Less Educated,Life Sciences,High,Male,100,Medium,Low,Healthcare Representative,Very High,Divorced,5163,5,0,14,3,Very High,1,17,2,Very High,1,0,0,0
37,36-45,0,Travel_Rarely,1189,Sales,3,Moderately Educated,Life Sciences,High,Male,87,High,Medium,Sales Executive,Very High,Single,7428,2,0,12,3,Low,0,12,3,High,5,3,1,3
37,36-45,0,Travel_Rarely,290,Research & Development,21,Moderately Educated,Life Sciences,Medium,Male,65,Very High,Very Low,Research Scientist,Low,Married,3564,1,1,12,3,Low,1,8,3,Medium,8,7,1,7
37,36-45,0,Travel_Frequently,663,Research & Development,11,Moderately Educated,Other,Medium,Male,47,High,Medium,Research Director,Very High,Divorced,12185,1,1,14,3,High,3,10,1,High,10,8,0,7
37,36-45,0,Travel_Frequently,319,Sales,4,Highly Educated,Marketing,Low,Male,41,High,Very Low,Sales Representative,Very High,Divorced,2793,4,0,17,3,High,1,13,2,High,9,8,5,8
37,36-45,0,Travel_Rarely,1017,Research & Development,1,Less Educated,Medical,High,Female,83,Medium,Very Low,Research Scientist,Low,Married,3920,2,0,14,3,Low,1,17,2,Medium,3,1,0,3
37,36-45,1,Travel_Frequently,504,Research & Development,10,Moderately Educated,Medical,Low,Male,61,High,Medium,Manufacturing Director,High,Divorced,10048,6,0,11,3,Medium,2,17,5,High,1,0,0,3
37,36-45,0,Travel_Rarely,228,Sales,6,Highly Educated,Medical,High,Male,98,High,Low,Sales Executive,Very High,Married,6502,4,0,14,3,Medium,1,7,5,Very High,5,4,0,1
37,36-45,0,Non-Travel,728,Research & Development,1,Highly Educated,Medical,Low,Female,80,High,Medium,Research Director,Very High,Divorced,13603,2,1,18,3,Low,2,15,2,High,5,2,0,2
37,36-45,0,Travel_Rarely,1372,Research & Development,1,Moderately Educated,Life Sciences,Very High,Female,42,High,Very Low,Research Scientist,Very High,Single,2115,1,0,12,3,Medium,0,17,3,High,17,12,5,7
37,36-45,0,Travel_Frequently,889,Research & Development,9,Moderately Educated,Medical,Medium,Male,53,High,Very Low,Research Scientist,Very High,Married,2326,1,1,12,3,High,3,4,3,Medium,4,2,1,2
37,36-45,0,Travel_Rarely,1192,Research & Development,5,Less Educated,Medical,Very High,Male,61,High,Low,Manufacturing Director,Very High,Divorced,6347,7,0,16,3,High,2,8,2,Medium,6,2,0,4
37,36-45,0,Travel_Rarely,1319,Research & Development,6,Moderately Educated,Medical,High,Male,51,Very High,Low,Research Scientist,Low,Divorced,5974,4,1,13,3,Low,2,13,2,High,7,7,6,7
37,36-45,0,Travel_Rarely,921,Research & Development,10,Moderately Educated,Medical,High,Female,98,High,Very Low,Laboratory Technician,Low,Married,3452,6,0,20,4,Medium,1,17,3,High,5,4,0,3
37,36-45,0,Travel_Rarely,1107,Research & Development,14,Moderately Educated,Life Sciences,Very High,Female,95,High,Very Low,Laboratory Technician,Low,Divorced,3034,1,0,12,3,High,1,18,2,Medium,18,7,12,17
37,36-45,0,Travel_Rarely,1305,Research & Development,10,Highly Educated,Life Sciences,High,Male,49,High,Low,Manufacturing Director,Medium,Single,4197,2,1,12,3,Very High,0,18,2,Medium,1,0,0,1
37,36-45,0,Non-Travel,1063,Research & Development,25,Very Highly Educated,Medical,Medium,Female,72,High,Low,Research Scientist,High,Married,4449,3,1,15,3,Low,2,15,2,High,13,11,10,7
37,36-45,0,Travel_Rarely,799,Research & Development,1,Moderately Educated,Technical Degree,Medium,Female,59,High,Medium,Manufacturing Director,Very High,Single,7491,4,0,17,3,Very High,0,12,3,Very High,6,5,1,2
37,36-45,0,Non-Travel,142,Sales,9,Highly Educated,Medical,Low,Male,69,High,Medium,Sales Executive,Medium,Divorced,8834,1,0,13,3,Very High,1,9,6,High,9,5,7,7
37,36-45,0,Travel_Rarely,446,Research & Development,1,Highly Educated,Life Sciences,Medium,Female,65,High,Low,Manufacturing Director,Medium,Married,6447,6,0,12,3,Medium,1,8,2,Medium,6,5,4,3
37,36-45,0,Travel_Rarely,558,Sales,2,Moderately Educated,Marketing,Very High,Male,75,High,Low,Sales Executive,High,Married,9602,4,1,11,3,High,1,17,3,Medium,3,0,1,0
37,36-45,0,Travel_Rarely,482,Research & Development,3,Moderately Educated,Other,High,Male,36,High,Medium,Manufacturing Director,High,Married,9434,1,0,15,3,High,1,10,2,High,10,7,7,8
